emp_no,first_name,last_name,title,dept_no,dept_name
281042,Leaf,Makinen,Senior Engineer,d005,Development
281058,Miomir,Bressoud,Assistant Engineer,d004,Production
281070,Chenye,Shanbhogue,Senior Staff,d007,Sales
281071,Utpal,Bednarek,Senior Staff,d008,Research
281074,Kendra,Xiaoshan,Senior Engineer,d005,Development
281079,Kamakshi,Schwartzburd,Engineer,d005,Development
281083,Conrado,Emden,Senior Staff,d003,Human Resources
281084,Sven,Bugaenko,Senior Engineer,d004,Production
281093,Anyuan,Legleitner,Senior Engineer,d005,Development
281113,Sumali,Giaccio,Engineer,d005,Development
281116,Kazuhira,Syrotiuk,Senior Engineer,d004,Production
281118,Munir,Leaver,Senior Staff,d001,Marketing
281137,Vugranam,Luca,Senior Staff,d001,Marketing
281150,Masanao,Lichtner,Senior Staff,d007,Sales
281159,Sakthirel,Bernardinello,Engineer,d005,Development
281163,Mohammad,Giarratana,Senior Engineer,d005,Development
281170,Abdulah,Dulli,Technique Leader,d004,Production
281184,Hilari,Tagansky,Senior Engineer,d005,Development
281188,Sedat,Heyers,Senior Staff,d007,Sales
281195,Zengping,Undy,Senior Engineer,d005,Development
281204,Quingbo,Azumi,Senior Engineer,d004,Production
281213,Kellyn,Staylopatis,Senior Engineer,d005,Development
281217,Goh,Mayerwieser,Senior Staff,d003,Human Resources
281225,Lubomir,Waymire,Senior Staff,d008,Research
281234,Harngdar,Falby,Technique Leader,d004,Production
281244,Marke,Vural,Technique Leader,d004,Production
281249,Sudharsan,Hasham,Senior Staff,d004,Production
281259,Marek,Feinberg,Senior Staff,d007,Sales
281261,Shuichi,Molberg,Senior Staff,d007,Sales
281268,Yinlin,Assaf,Senior Staff,d001,Marketing
281282,Mohd,Fadgyas,Senior Staff,d003,Human Resources
281288,Nikolaos,Menyhert,Senior Staff,d008,Research
281293,Chikara,Bednarek,Senior Staff,d007,Sales
281299,Jianhui,Herber,Senior Engineer,d005,Development
281303,Nadjib,Wolniewicz,Senior Staff,d009,Customer Service
281345,Giordano,Beetstra,Senior Staff,d007,Sales
281347,Lakshmi,Luby,Senior Engineer,d004,Production
281358,Kamran,Poupard,Technique Leader,d004,Production
281364,Masami,Majewski,Engineer,d004,Production
281369,Teruyuki,Dalton,Senior Engineer,d006,Quality Management
281378,Denny,Denos,Senior Engineer,d005,Development
281380,Karlis,Grandbois,Technique Leader,d004,Production
281385,Georgi,Oxenboll,Senior Staff,d007,Sales
281398,Randy,Poujol,Senior Engineer,d005,Development
281400,Kristen,Lores,Senior Engineer,d005,Development
281413,Kersti,Monarch,Senior Staff,d001,Marketing
281414,Giri,Kusakari,Senior Staff,d003,Human Resources
281416,Sadun,Kuzuoka,Senior Staff,d007,Sales
281423,Sajjad,Schwabacher,Senior Engineer,d004,Production
281434,Hideyuki,Zaumen,Senior Engineer,d009,Customer Service
281439,Tzu,Radivojevic,Senior Engineer,d004,Production
281455,Abdelkader,Demir,Senior Engineer,d005,Development
281458,Niranjan,Biron,Senior Staff,d007,Sales
281462,Katsuo,Shiratori,Staff,d001,Marketing
281467,Gennady,Brandsma,Senior Staff,d003,Human Resources
281483,Cathie,Wossner,Senior Engineer,d006,Quality Management
281484,Mooi,Pardalos,Senior Engineer,d005,Development
281488,Xiadong,Bruckman,Senior Engineer,d005,Development
281505,Babette,Baer,Senior Staff,d007,Sales
281510,Douadi,Demian,Senior Staff,d007,Sales
281519,Mingzeng,Bruckman,Senior Engineer,d006,Quality Management
281520,Jeanna,Wrigley,Senior Staff,d007,Sales
281540,Karoline,Gelosh,Senior Staff,d002,Finance
281547,Vidar,Baez,Senior Staff,d009,Customer Service
281548,Yishay,Lichtner,Senior Staff,d007,Sales
281571,Leah,Merli,Senior Engineer,d004,Production
281574,Rasikan,Benantar,Senior Engineer,d005,Development
281586,Akeel,Jiang,Engineer,d005,Development
281590,Tooru,Heydon,Senior Staff,d007,Sales
281606,Lakshmi,Farris,Senior Staff,d002,Finance
281617,Byong,Argence,Senior Staff,d003,Human Resources
281628,Vasilii,Peck,Senior Engineer,d006,Quality Management
281643,Bingning,Schrooten,Senior Staff,d009,Customer Service
281674,Xiping,Ebeling,Senior Staff,d008,Research
281697,Nirmal,Rusterholz,Senior Staff,d009,Customer Service
281699,Filipe,Penz,Senior Staff,d008,Research
281700,Tse,Swick,Senior Engineer,d006,Quality Management
281706,Sangeeta,Vecchio,Senior Engineer,d006,Quality Management
281708,Amabile,Whitcomb,Staff,d009,Customer Service
281716,Arumugam,Collavizza,Technique Leader,d004,Production
281730,Jordanka,Axelband,Senior Staff,d008,Research
281743,Mitchel,Beeson,Senior Engineer,d005,Development
281746,Navid,Straney,Senior Engineer,d004,Production
281750,Mohamadou,Laventhal,Senior Staff,d007,Sales
281753,Gio,Loncour,Senior Staff,d003,Human Resources
281760,Fumiyo,Cronau,Senior Staff,d007,Sales
281762,Nathalie,Tiemann,Engineer,d005,Development
281768,Eckart,Beausoleil,Senior Staff,d007,Sales
281776,Radoslaw,Nilsson,Senior Staff,d007,Sales
281781,Alois,Journel,Senior Engineer,d004,Production
281817,Turgut,Chiodo,Senior Engineer,d005,Development
281864,Howell,Dymetman,Senior Engineer,d004,Production
281872,Tuval,Siprelle,Senior Engineer,d005,Development
281877,Mana,Murthy,Senior Engineer,d005,Development
281906,Phuoc,Orlowska,Senior Engineer,d005,Development
281928,Lidong,Gewali,Senior Staff,d007,Sales
281935,Kasturi,Munke,Engineer,d005,Development
281939,Demos,Biran,Senior Engineer,d005,Development
281942,Samphel,Byoun,Senior Engineer,d004,Production
281956,Jessie,Bardell,Senior Staff,d009,Customer Service
281968,Byong,Mayerwieser,Engineer,d005,Development
281971,Horward,Desikan,Senior Staff,d007,Sales
281975,Marl,Bondorf,Senior Engineer,d004,Production
281981,Youssef,Ishibashi,Senior Staff,d007,Sales
282002,Franziska,Eickenmeyer,Senior Staff,d007,Sales
282005,Volkmar,Tsukune,Senior Staff,d003,Human Resources
282013,Ottavia,Hiyoshi,Engineer,d008,Research
282018,Xuejia,Luef,Senior Engineer,d004,Production
282023,Piyush,Trogemann,Senior Staff,d009,Customer Service
282036,Oguz,Ranum,Senior Staff,d007,Sales
282042,Masaki,Benzaken,Senior Engineer,d005,Development
282044,Shai,Kilgore,Senior Staff,d007,Sales
282045,Ewing,Rahimi,Senior Staff,d003,Human Resources
282056,Sukumar,Litecky,Senior Engineer,d004,Production
282063,Hongzhu,Selenyi,Senior Engineer,d005,Development
282079,Bogdan,Nitsche,Senior Staff,d001,Marketing
282084,Gil,Chinen,Senior Staff,d001,Marketing
282092,Masasuke,Pehl,Senior Engineer,d005,Development
282093,Mizuhito,Reistad,Senior Engineer,d004,Production
282096,Zvonko,Zobel,Senior Staff,d007,Sales
282112,Elgin,Peot,Senior Engineer,d005,Development
282119,Foong,Aingworth,Senior Engineer,d005,Development
282121,Barton,Alpin,Senior Staff,d003,Human Resources
282123,Amalendu,Vecchio,Senior Engineer,d004,Production
282126,Sungwon,Ginesta,Senior Engineer,d005,Development
282128,Shrikanth,Schoegge,Senior Engineer,d004,Production
282129,Fumiya,Varman,Senior Staff,d008,Research
282133,Marek,Brickell,Staff,d007,Sales
282204,Ulises,Schneeberger,Senior Staff,d007,Sales
282221,Soenke,Kriebel,Senior Engineer,d004,Production
282223,Shigehito,Yeung,Technique Leader,d004,Production
282230,Zejun,Poehlman,Senior Engineer,d004,Production
282251,Anoosh,Valtorta,Senior Staff,d009,Customer Service
282252,Yurij,Andreotta,Engineer,d004,Production
282261,Huai,Jumpertz,Senior Staff,d003,Human Resources
282270,Val,Giarratana,Senior Engineer,d004,Production
282273,Sachem,Matzen,Senior Engineer,d005,Development
282290,Otmar,Ozeki,Senior Staff,d001,Marketing
282295,Barton,Wegerle,Senior Engineer,d005,Development
282314,Bilhanan,Karcich,Senior Engineer,d005,Development
282317,Taegyun,Llado,Engineer,d005,Development
282329,Kazuhito,Lamba,Senior Engineer,d004,Production
282347,Shuky,Radivojevic,Senior Staff,d007,Sales
282348,Saddek,Oxenboll,Technique Leader,d005,Development
282362,Siddarth,Lyonns,Engineer,d004,Production
282392,Wonhee,Hooghiemstra,Senior Engineer,d004,Production
282402,Shir,Mukaidono,Senior Staff,d009,Customer Service
282408,Shaowen,Beilner,Senior Staff,d002,Finance
282410,Arvin,Marzano,Senior Staff,d009,Customer Service
282446,Freyja,Kinley,Engineer,d009,Customer Service
282459,Rasiah,McFarlin,Senior Engineer,d004,Production
282470,Chrisa,Pagter,Senior Engineer,d006,Quality Management
282485,Aamer,Strandh,Senior Engineer,d004,Production
282488,Jianhao,Keirsey,Senior Engineer,d006,Quality Management
282501,Kristinn,Rande,Senior Staff,d007,Sales
282504,Harngdar,Pavlopoulou,Senior Staff,d001,Marketing
282508,Juyoung,Merel,Senior Engineer,d005,Development
282519,Boguslaw,Sundgren,Senior Engineer,d006,Quality Management
282531,Marko,Laventhal,Senior Staff,d001,Marketing
282540,Randi,Marakhovsky,Senior Staff,d007,Sales
282552,Yakkov,Koshino,Senior Staff,d001,Marketing
282572,Martien,Zolotykh,Senior Engineer,d004,Production
282578,Fun,Servi,Senior Staff,d009,Customer Service
282587,Jiann,Molenkamp,Senior Engineer,d004,Production
282598,Adly,Gonthier,Senior Engineer,d006,Quality Management
282630,Adin,Gimbel,Senior Engineer,d004,Production
282633,Boriana,Poulakidas,Senior Engineer,d004,Production
282638,Sangeeta,DeMori,Senior Staff,d002,Finance
282644,Alois,Deverell,Senior Staff,d007,Sales
282668,Kazuhira,Erol,Senior Staff,d003,Human Resources
282670,Becky,Nollmann,Senior Engineer,d005,Development
282683,Danny,Biran,Senior Staff,d001,Marketing
282705,Piyush,Pulkowski,Senior Engineer,d005,Development
282707,Mrinalini,Thombley,Senior Engineer,d004,Production
282713,Sedat,Hertweck,Senior Engineer,d004,Production
282743,Becky,Paludetto,Senior Staff,d007,Sales
282753,Tonia,Ghandeharizadeh,Senior Staff,d007,Sales
282764,Marjo,Tokunaga,Senior Staff,d001,Marketing
282776,Kenroku,Angelopoulos,Senior Staff,d001,Marketing
282789,Sudhanshu,Kragelund,Senior Engineer,d004,Production
282792,Iara,Luff,Senior Staff,d009,Customer Service
282801,Tua,Plump,Senior Engineer,d004,Production
282810,Zeljko,Merks,Senior Staff,d007,Sales
282817,Kazuhito,Kilgore,Senior Staff,d003,Human Resources
282820,Leucio,Pietracaprina,Senior Engineer,d006,Quality Management
282824,Cordelia,Luon,Senior Engineer,d005,Development
282834,Bodo,Reeken,Senior Staff,d009,Customer Service
282838,Toong,Adachi,Senior Staff,d002,Finance
282841,Alejandra,Schwabacher,Senior Staff,d007,Sales
282861,Masami,Paludetto,Senior Staff,d009,Customer Service
282876,Aloke,Standera,Staff,d002,Finance
282893,Shugo,Azevdeo,Senior Staff,d008,Research
282899,Poorav,Veldwijk,Senior Engineer,d005,Development
282905,Dayanand,Escriba,Senior Staff,d003,Human Resources
282909,Demin,Schapire,Senior Engineer,d004,Production
282915,Apostol,Iacovou,Engineer,d004,Production
282917,Leszek,Seghrouchni,Senior Engineer,d004,Production
282923,Constantine,Zschoche,Senior Engineer,d004,Production
282928,Aleksandar,Beilner,Senior Staff,d002,Finance
282931,Visit,Ghandeharizadeh,Senior Engineer,d009,Customer Service
282943,Ziyad,Feldmann,Senior Staff,d003,Human Resources
282968,Baoqiu,Picci,Staff,d009,Customer Service
282979,Shen,Steinauer,Engineer,d005,Development
283003,Kotesh,Pollock,Senior Staff,d003,Human Resources
283009,Mitchel,Erde,Senior Staff,d003,Human Resources
283017,Wuxu,Beeson,Senior Staff,d003,Human Resources
283019,Narain,Aingworth,Senior Engineer,d005,Development
283022,Doowon,Chenney,Senior Engineer,d005,Development
283026,Khaled,Hegner,Senior Engineer,d004,Production
283027,Radoslaw,Parfitt,Senior Engineer,d004,Production
283048,Akeno,Ruemmler,Engineer,d005,Development
283050,Juichirou,Kusalik,Senior Staff,d007,Sales
283052,Fumitake,Tempesti,Senior Engineer,d005,Development
283059,Kshitij,Bade,Senior Engineer,d005,Development
283062,Fun,Naumovich,Senior Engineer,d004,Production
283070,Mark,Radivojevic,Senior Staff,d001,Marketing
283071,Limsoon,Yeung,Senior Engineer,d005,Development
283079,Lubomir,Kitai,Senior Staff,d003,Human Resources
283082,Shahab,Vendrig,Engineer,d004,Production
283088,Hiroyasu,Schwartzburd,Engineer,d006,Quality Management
283096,Khosrow,Azulay,Senior Staff,d009,Customer Service
283106,Ortrud,Munos,Senior Staff,d002,Finance
283110,Akeel,Leuchs,Senior Engineer,d008,Research
283123,Youssef,Highland,Technique Leader,d005,Development
283125,Rimli,Gire,Technique Leader,d005,Development
283153,Kwangjo,Klyachko,Senior Staff,d008,Research
283156,Jacopo,Trogemann,Staff,d003,Human Resources
283160,Marsha,Furedi,Senior Staff,d003,Human Resources
283185,Fabrizio,Schapire,Senior Engineer,d005,Development
283198,Serenella,Ranon,Senior Engineer,d005,Development
283199,Mitchel,Gadepally,Staff,d003,Human Resources
283209,Abdelghani,Seiwald,Senior Staff,d007,Sales
283215,Mabo,Chelton,Senior Engineer,d005,Development
283224,Sanjiv,Berztiss,Senior Engineer,d004,Production
283225,Ult,Duclos,Staff,d007,Sales
283227,Nagui,Sullins,Senior Staff,d001,Marketing
283230,Radhia,Krupka,Senior Staff,d009,Customer Service
283237,Yinlin,Erdmenger,Senior Engineer,d004,Production
283243,Christoph,Kolinko,Senior Engineer,d004,Production
283245,Huei,Beidas,Senior Staff,d008,Research
283262,Chrisa,Cullers,Senior Staff,d009,Customer Service
283270,Val,Bade,Senior Engineer,d006,Quality Management
283289,Yechezkel,Akaboshi,Senior Staff,d007,Sales
283292,Shaowei,Krogh,Senior Engineer,d004,Production
283303,Domenick,Baez,Senior Staff,d001,Marketing
283306,Kendra,Giaccio,Assistant Engineer,d006,Quality Management
283315,Make,Chimia,Senior Engineer,d008,Research
283320,Eben,Cyre,Senior Staff,d003,Human Resources
283323,Masami,Wiegley,Senior Engineer,d004,Production
283337,True,Bernatsky,Senior Engineer,d005,Development
283349,Elgin,Zolotykh,Senior Engineer,d005,Development
283356,Ingemar,Zirintsis,Senior Engineer,d005,Development
283375,Jovan,Pauthner,Staff,d009,Customer Service
283382,Guozhong,Kleiser,Senior Engineer,d004,Production
283393,Gladys,Fraisse,Senior Engineer,d004,Production
283400,Shim,Polupanov,Senior Staff,d008,Research
283406,Zongyan,Leaver,Senior Engineer,d006,Quality Management
283409,Khalid,Pramanik,Staff,d001,Marketing
283415,Serap,Melski,Senior Engineer,d004,Production
283427,Iara,Heydon,Senior Engineer,d005,Development
283428,Ramachenga,Peot,Senior Staff,d007,Sales
283429,Odoardo,Narlikar,Engineer,d009,Customer Service
283435,Takahiro,Schmezko,Senior Staff,d007,Sales
283438,Heekeun,Nastansky,Senior Engineer,d004,Production
283442,Mohit,Cincotta,Senior Staff,d001,Marketing
283454,Debatosh,Massonet,Senior Staff,d008,Research
283486,Mokhtar,Kampfer,Senior Engineer,d004,Production
283496,Kenroku,Flasterstein,Senior Staff,d007,Sales
283515,Sverrir,Naudin,Senior Staff,d009,Customer Service
283529,Lucien,Ertl,Senior Staff,d007,Sales
283536,Yongqiao,Marwedel,Engineer,d005,Development
283538,Lakshmi,Luders,Technique Leader,d004,Production
283557,Hironobu,Teitelbaum,Staff,d007,Sales
283559,Odoardo,Solovay,Senior Staff,d008,Research
283568,Abdulla,Zallocco,Senior Staff,d009,Customer Service
283601,Uno,Cunliffe,Senior Engineer,d008,Research
283602,Jixiang,Rodham,Engineer,d004,Production
283642,Mayuri,Hasenauer,Senior Engineer,d004,Production
283649,Maren,Frolund,Senior Engineer,d005,Development
283653,Neelam,Camurati,Senior Staff,d007,Sales
283673,Tadanori,Litecky,Senior Engineer,d004,Production
283691,Licheng,Reinhart,Senior Engineer,d004,Production
283698,Frazer,Delgrossi,Senior Staff,d001,Marketing
283724,Phuoc,Suri,Senior Engineer,d005,Development
283740,Stella,Selenyi,Senior Staff,d007,Sales
283757,Tonia,Bennet,Senior Engineer,d006,Quality Management
283762,Mitchel,Yetto,Senior Staff,d002,Finance
283768,Mayuri,Boreale,Senior Staff,d001,Marketing
283770,Takahira,Bale,Senior Engineer,d006,Quality Management
283777,Nectarios,Sridhar,Engineer,d004,Production
283789,Navid,Piveteau,Senior Staff,d009,Customer Service
283804,Aran,Koprowski,Senior Engineer,d004,Production
283805,Yechezkel,Kroha,Senior Engineer,d005,Development
283810,Conor,Maliniak,Technique Leader,d005,Development
283821,Jianwen,Schicker,Assistant Engineer,d005,Development
283826,Yahiko,Kaelbling,Senior Engineer,d004,Production
283829,Along,Niizuma,Senior Staff,d007,Sales
283830,Martina,Marwedel,Senior Staff,d009,Customer Service
283833,Nikolaos,Etalle,Senior Engineer,d005,Development
283840,Shuzo,Menyhert,Assistant Engineer,d004,Production
283847,Fai,Barriga,Senior Staff,d007,Sales
283848,Zeydy,Baaz,Senior Engineer,d005,Development
283854,Richara,Aloisi,Senior Staff,d009,Customer Service
283855,Yuchang,Klassen,Senior Engineer,d006,Quality Management
283862,Martijn,Wroclawski,Staff,d002,Finance
283871,Geraldo,Porotnikoff,Senior Staff,d007,Sales
283899,Tsutomu,Salvesen,Senior Engineer,d004,Production
283900,Shaunak,Gist,Engineer,d005,Development
283920,Tomoyuki,Demian,Staff,d002,Finance
283925,Adit,Selvestrel,Senior Staff,d003,Human Resources
283934,Boutros,Emden,Engineer,d004,Production
283948,Mats,Vanwelkenhuysen,Senior Staff,d002,Finance
283949,Ioana,Kroft,Senior Staff,d007,Sales
283950,Danco,Esposito,Senior Engineer,d004,Production
283959,Heather,Comyn,Senior Engineer,d005,Development
283972,Kwangho,Kenevan,Senior Engineer,d006,Quality Management
283980,Shahab,Herbst,Senior Engineer,d004,Production
283988,Dhritiman,Swen,Staff,d002,Finance
283991,Leon,Conia,Senior Staff,d003,Human Resources
284010,Maia,Danley,Senior Engineer,d004,Production
284028,Gererd,Engberts,Senior Staff,d008,Research
284030,Geraldo,Alvarado,Senior Staff,d009,Customer Service
284056,Tze,Ambroszkiewicz,Senior Engineer,d005,Development
284067,Radhika,Gruenwald,Senior Engineer,d006,Quality Management
284073,Kazunori,Marakhovsky,Senior Engineer,d004,Production
284081,Deniz,Kampfer,Staff,d007,Sales
284087,Anoosh,Sullins,Senior Engineer,d004,Production
284088,Katsuyuki,DasSarma,Engineer,d005,Development
284091,Jianhua,Kranzdorf,Senior Staff,d009,Customer Service
284099,Masali,Gluchowski,Senior Engineer,d005,Development
284108,Jinxi,Kalloufi,Senior Engineer,d005,Development
284118,Toshimo,Lorho,Senior Engineer,d005,Development
284146,Jouni,Peot,Senior Engineer,d004,Production
284152,Katsuyuki,Acton,Senior Engineer,d005,Development
284155,Xiping,Puppe,Senior Engineer,d004,Production
284156,Nechama,Ananiadou,Senior Engineer,d005,Development
284163,JoAnna,Cromarty,Senior Engineer,d006,Quality Management
284178,Zejun,Lung,Senior Engineer,d004,Production
284184,Sahrah,Pero,Senior Staff,d007,Sales
284195,Mona,Bouloucos,Senior Staff,d007,Sales
284196,Parto,Krichel,Senior Engineer,d005,Development
284198,Fei,Miake,Senior Staff,d002,Finance
284203,Subhankar,Weisert,Senior Staff,d007,Sales
284204,Uli,Lienhardt,Senior Staff,d002,Finance
284205,Valter,Falco,Engineer,d005,Development
284210,Dante,Weisert,Senior Engineer,d004,Production
284228,Fuqing,Pelc,Staff,d007,Sales
284234,Yongmin,Rullman,Senior Staff,d008,Research
284243,Pohua,Chorvat,Technique Leader,d005,Development
284248,Uta,Thimonier,Senior Staff,d002,Finance
284250,Munehiko,Baby,Senior Staff,d005,Development
284253,Shrikanth,Papsdorf,Senior Engineer,d004,Production
284264,Kayoko,Jarecki,Senior Engineer,d005,Development
284265,Christoph,Lubachevsky,Senior Staff,d007,Sales
284278,Katsuyuki,Leppanen,Senior Staff,d008,Research
284304,Nirmal,Malabarba,Engineer,d008,Research
284306,Katsuyuki,Birrer,Senior Engineer,d004,Production
